10,SUR,14MHa,97,"12,699","7,026",8%,91%,1%,,,"113,769 ha ",USD 79.3 million,2.0% of the GDP.,"9 thousand people are directly employed by the forestry sector, according to 2011 FAO data.","1,931 million metric tons of carbon stocks",58.3% of GHG emissions,,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
11,SJM,,,,,,,,,,,,,,,,,
12,SWZ,467KHa,27,"3,923","60,297",77%,,23%,,,"111,777 ha ",USD 64.5 million,2.0% of the GDP.,"6 thousand people are directly employed by the forestry sector, according to 2011 FAO data.",22 million metric tons of carbon stocks,6.0% of GHG emissions,,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
13,SWE,28MHa,67,"200,260","1,528,094",42%,9%,49%,,,"21,884,807 ha ",USD 13.0 billion,3.0% of the GDP.,"100 thousand people are directly employed by the forestry sector, according to 2011 FAO data.",172.4 kha/year,"1,114 million metric tons of carbon stocks",,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
14,CHE,2MHa,39,833,"10,326",83%,3%,14%,,,"766,532 ha ",USD 5.2 billion,0.8% of the GDP.,"48 thousand people are directly employed by the forestry sector, according to 2011 FAO data.",152 million metric tons of carbon stocks,,,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
15,SYR,106KHa,1,626,"1,573",40%,,60%,,,0 ha ,USD 252.7 million,0.4% of the GDP.,"30 thousand people are directly employed by the forestry sector, according to 2011 FAO data.",,,,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
16,TWN,2MHa,65,881,"6,125",,,,,,0 ha ,1.3% of this country’s GHG emissions,,Taiwan stories,,,,[]
17,TJK,60KHa,0,0,142,3%,72%,25%,,,0 ha ,USD 5.2 million,0.09% of the GDP.,"2 thousand people are directly employed by the forestry sector, according to 2011 FAO data.",0.5 kha/year,3 million metric tons of carbon stocks,,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
18,TZA,26MHa,30,"161,898","304,101",99%,,1%,,,"131,975 ha ",USD 612.9 million,2.7% of the GDP.,"7 thousand people are directly employed by the forestry sector, according to 2011 FAO data.",27 kha/year,"5,438 million metric tons of carbon stocks",59.1% of GHG emissions,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
19,THA,20MHa,39,"102,205","499,182",35%,41%,24%,,,"25,698 ha ",USD 3.2 billion,0.9% of the GDP.,"235 thousand people are directly employed by the forestry sector, according to 2011 FAO data.",0 kha/year,863 million metric tons of carbon stocks,,"[CBD, UNFCCC, KYOTOPROTOCOL, UNCCD, ITTA, CITES, RAMSAR, WORLDHERITAGE, NLBI, ILO 169]"
